iter	Logloss
501	0.2994711497
502	0.2994342953
503	0.2993904081
504	0.2993567749
505	0.2993302118
506	0.2992858865
507	0.2992446877
508	0.2992176931
509	0.2991849605
510	0.2991602183
511	0.2991153954
512	0.2990692733
513	0.2990242324
514	0.2989995893
515	0.2989596412
516	0.2989275251
517	0.298887293
518	0.2988561127
519	0.2988158673
520	0.2987798231
521	0.2987400248
522	0.2987021508
523	0.2986656772
524	0.2986242341
525	0.2985893679
526	0.2985447981
527	0.298510718
528	0.2984861035
529	0.2984522127
530	0.2984242977
531	0.2983934917
532	0.2983528302
533	0.2983117658
534	0.2982718904
535	0.298242815
536	0.2982041374
537	0.2981689783
538	0.2981392402
539	0.2981068841
540	0.298068398
541	0.2980375194
542	0.2979875485
543	0.2979394249
544	0.2979074938
545	0.2978742503
546	0.2978430281
547	0.2978122684
548	0.2977727893
549	0.2977386122
550	0.2977069475
551	0.2976721914
552	0.2976358037
553	0.2976018688
554	0.2975620242
555	0.297519577
556	0.2974782638
557	0.2974490167
558	0.2973938891
559	0.2973617378
560	0.2973184363
561	0.2972909572
562	0.2972426862
563	0.2972075359
564	0.2971787468
565	0.2971371275
566	0.297103589
567	0.2970574956
568	0.2970179196
569	0.2969827253
570	0.2969397783
571	0.2969125745
572	0.2968852496
573	0.2968541485
574	0.2968067736
575	0.2967665877
576	0.2967329259
577	0.2967026924
578	0.2966640742
579	0.2966263038
580	0.2965920122
581	0.296570465
582	0.296535874
583	0.2964964257
584	0.2964553855
585	0.296423276
586	0.2964013764
587	0.2963703392
588	0.2963355655
589	0.296296791
590	0.2962599805
591	0.2962098577
592	0.2961745357
593	0.2961430207
594	0.2961090726
595	0.2960756905
596	0.2960414936
597	0.2959987624
598	0.2959635417
599	0.295929849
600	0.2959041006
601	0.2958786165
602	0.2958535132
603	0.2958272056
604	0.2957893647
605	0.2957542827
606	0.2957315024
607	0.29570054
608	0.2956645178
609	0.295633496
610	0.2956085954
611	0.2955714414
612	0.2955376739
613	0.2954913251
614	0.2954676751
615	0.2954283875
616	0.2953977555
617	0.2953710405
618	0.2953352274
619	0.2953133587
620	0.2952727435
621	0.295233991
622	0.2951977552
623	0.2951680105
624	0.2951390937
625	0.2950998326
626	0.2950744783
627	0.2950437383
628	0.2949933161
629	0.2949651413
630	0.2949233106
631	0.2948918594
632	0.2948622028
633	0.2948240999
634	0.2947831411
635	0.2947532291
636	0.2947314902
637	0.2947010651
638	0.2946827568
639	0.2946511779
640	0.2946196695
641	0.2945912943
642	0.294546729
643	0.2945195868
644	0.2944992484
645	0.2944600665
646	0.2944277214
647	0.2943841469
648	0.2943541358
649	0.294325536
650	0.2943064086
651	0.2942772935
652	0.2942342893
653	0.2941920007
654	0.2941601135
655	0.2941414419
656	0.2940891569
657	0.2940396153
658	0.2940058192
659	0.2939776026
660	0.2939448919
661	0.2939148786
662	0.2938722773
663	0.2938339123
664	0.2938051804
665	0.2937724852
666	0.2937337966
667	0.2936939036
668	0.2936621508
669	0.2936262761
670	0.2935919361
671	0.2935624534
672	0.2935083827
673	0.2934791972
674	0.2934610606
675	0.2934284315
676	0.293388228
677	0.2933579636
678	0.29332042
679	0.2932776755
680	0.2932531382
681	0.2932171182
682	0.2931682504
683	0.2931299141
684	0.2930949179
685	0.2930527724
686	0.2930172214
687	0.2929967421
688	0.292958496
689	0.2929350684
690	0.2929012921
691	0.2928704398
692	0.2928383105
693	0.2928059566
694	0.2927546844
695	0.2927133117
696	0.2926786657
697	0.2926401884
698	0.2926036026
699	0.2925633242
700	0.2925304198
701	0.2924968439
702	0.2924733304
703	0.2924460803
704	0.292407046
705	0.2923645988
706	0.2923387117
707	0.2923148195
708	0.2922814814
709	0.2922349388
710	0.2921920886
711	0.2921519864
712	0.2921306021
713	0.2920992478
714	0.2920653901
715	0.2920388204
716	0.29201881
717	0.2919910095
718	0.2919404617
719	0.2919072205
720	0.2918750868
721	0.2918451461
722	0.2918158945
723	0.2917867597
724	0.2917542032
725	0.2917235139
726	0.291698142
727	0.2916637734
728	0.2916360302
729	0.2915977599
730	0.2915608922
731	0.2915292473
732	0.2914856574
733	0.29146088
734	0.2914163785
735	0.2913753603
736	0.291348773
737	0.291315785
738	0.2912930509
739	0.2912557891
740	0.2912224532
741	0.2911964075
742	0.2911569945
743	0.2911212828
744	0.2910795049
745	0.2910443965
746	0.2910194936
747	0.2909790281
748	0.2909473612
749	0.2909138073
750	0.290871468
751	0.2908378458
752	0.2908100893
753	0.2907928115
754	0.2907623687
755	0.2907325007
756	0.2907037556
757	0.2906688211
758	0.2906279945
759	0.2905935202
760	0.2905627891
761	0.2905365827
762	0.2904934177
763	0.2904580913
764	0.2904229521
765	0.290396695
766	0.2903691764
767	0.2903318683
768	0.2903083482
769	0.2902772647
770	0.2902409431
771	0.2902000702
772	0.2901683989
773	0.2901422784
774	0.2901149051
775	0.2900830774
776	0.2900459829
777	0.2900189993
778	0.28998434
779	0.2899531157
780	0.2899105518
781	0.2898840284
782	0.2898491753
783	0.2898293191
784	0.2897892653
785	0.2897473356
786	0.2897097787
787	0.2896659157
788	0.2896346407
789	0.289609707
790	0.2895778463
791	0.2895542668
792	0.2895375812
793	0.2895175158
794	0.2894892837
795	0.289457696
796	0.2894108826
797	0.2893746644
798	0.2893375655
799	0.2893105137
800	0.2892789062
801	0.2892597259
802	0.2892317272
803	0.2891954012
804	0.289169589
805	0.2891348901
806	0.2890999952
807	0.2890695503
808	0.2890292411
809	0.2890010377
810	0.2889714647
811	0.2889398902
812	0.2889183099
813	0.288885018
814	0.2888580719
815	0.2888318325
816	0.2888020261
817	0.2887692494
818	0.2887444544
819	0.2887197013
820	0.2886850156
821	0.2886588379
822	0.2886267041
823	0.288576414
824	0.2885454604
825	0.2885171601
826	0.2884901611
827	0.2884663856
828	0.2884380853
829	0.2884064976
830	0.2883827969
831	0.2883470654
832	0.2883183093
833	0.2882900552
834	0.2882515713
835	0.2882208908
836	0.2881814271
837	0.2881497404
838	0.2881234327
839	0.2880916535
840	0.2880542375
841	0.2880293677
842	0.2879976105
843	0.287970378
844	0.2879282347
845	0.2878934918
846	0.2878623995
847	0.2878338042
848	0.2878009064
849	0.2877635037
850	0.2877245772
851	0.287695667
852	0.2876521541
853	0.2876302502
854	0.2875991249
855	0.287562332
856	0.2875417822
857	0.2874969945
858	0.2874671969
859	0.2874312143
860	0.2873994131
861	0.2873655377
862	0.2873328117
863	0.287314543
864	0.2872839902
865	0.2872483445
866	0.2872187891
867	0.28718808
868	0.2871602068
869	0.2871330426
870	0.2871064906
871	0.2870752222
872	0.2870518518
873	0.2870231463
874	0.2869841142
875	0.2869443731
876	0.2868993718
877	0.2868585099
878	0.2868302537
879	0.2868065904
880	0.2867789705
881	0.2867548294
882	0.2867192784
883	0.2866892122
884	0.2866628077
885	0.2866314732
886	0.2866045381
887	0.2865714355
888	0.2865279161
889	0.2864948421
890	0.2864611319
891	0.286438847
892	0.2864081621
893	0.2863721113
894	0.2863511057
895	0.286313617
896	0.2862673563
897	0.2862477092
898	0.2862156613
899	0.286176638
900	0.2861485887
901	0.2861003947
902	0.28606129
903	0.2860319768
904	0.2860067084
905	0.2859898907
906	0.2859555595
907	0.2859210236
908	0.285899604
909	0.2858636853
910	0.2858250319
911	0.2857935213
912	0.2857559292
913	0.2857349104
914	0.2857111811
915	0.2856786488
916	0.2856299022
917	0.2855918323
918	0.2855532075
919	0.2855321226
920	0.2855027963
921	0.2854827088
922	0.2854430051
923	0.2854160303
924	0.2853885755
925	0.2853666804
926	0.2853351588
927	0.2852916305
928	0.2852577375
929	0.2852235714
930	0.2851874744
931	0.2851600174
932	0.2851309024
933	0.2851014042
934	0.2850579068
935	0.2850374825
936	0.2850081935
937	0.2849676884
938	0.2849413631
939	0.2849105196
940	0.2848854714
941	0.284847199
942	0.2848272811
943	0.2848057074
944	0.2847763876
945	0.2847528147
946	0.2847132827
947	0.2846791277
948	0.2846440457
949	0.2846065086
950	0.2845752799
951	0.284537767
952	0.2845069258
953	0.2844849227
954	0.284458756
955	0.2844258736
956	0.2843964834
957	0.284366655
958	0.2843368068
959	0.2842972859
960	0.284265009
961	0.2842244818
962	0.2842048678
963	0.2841723267
964	0.2841471354
965	0.2841132402
966	0.2840706961
967	0.2840433074
968	0.2840131597
969	0.2839772124
970	0.2839446515
971	0.2839126697
972	0.2838954579
973	0.2838598034
974	0.2838330179
975	0.2838024673
976	0.2837831241
977	0.2837437133
978	0.2837168442
979	0.2836806745
980	0.2836581386
981	0.2836234683
982	0.2835807459
983	0.2835441578
984	0.2835104806
985	0.2834796834
986	0.2834505023
987	0.2834182607
988	0.2833856976
989	0.2833654098
990	0.2833440497
991	0.2833160907
992	0.283287656
993	0.283257581
994	0.2832300976
995	0.2832077885
996	0.2831729201
997	0.2831465794
998	0.2831190673
999	0.2830874555
